aX,aY,aZ,gX,gY,gZ
0.492,-0.227,0.823,-5.249,-31.006,2.258
0.490,-0.214,0.807,-2.991,-31.738,1.953
0.493,-0.209,0.809,-0.427,-31.799,0.977
0.492,-0.210,0.823,2.991,-31.494,0.122
0.501,-0.214,0.822,6.775,-30.579,0.122
0.515,-0.229,0.791,10.376,-31.006,1.221
0.533,-0.208,0.754,11.658,-35.339,3.967
0.533,-0.173,0.727,11.597,-42.480,5.798
0.524,-0.143,0.699,12.878,-50.781,5.615
0.525,-0.101,0.660,14.587,-56.824,2.808
0.528,-0.058,0.611,18.005,-59.631,-2.869
0.521,-0.039,0.591,24.292,-68.604,-10.742
0.495,-0.033,0.618,34.790,-84.717,-19.653
0.451,-0.026,0.696,49.500,-101.929,-28.076
0.405,-0.015,0.749,67.993,-117.432,-35.583
0.373,-0.018,0.761,91.064,-130.493,-43.091
0.327,-0.029,0.783,119.812,-144.287,-50.171
0.270,-0.085,0.804,153.687,-159.851,-56.458
0.199,-0.199,0.794,188.782,-175.659,-62.134
0.130,-0.356,0.751,219.971,-189.026,-65.735
0.015,-0.540,0.731,241.272,-199.829,-65.979
-0.073,-0.742,0.737,241.272,-204.041,-66.772
-0.130,-0.935,0.678,226.685,-199.402,-67.444
-0.176,-1.087,0.592,210.388,-193.665,-60.181
-0.214,-1.207,0.547,197.205,-195.862,-47.424
-0.319,-1.270,0.602,192.322,-206.482,-28.687
-0.323,-1.325,0.784,196.045,-218.384,-8.606
-0.408,-1.192,0.978,193.054,-222.412,5.920
-0.446,-1.140,1.049,206.726,-216.492,28.442
-0.443,-1.137,1.017,224.304,-202.332,46.021
-0.424,-1.150,0.902,228.027,-184.998,54.138
-0.396,-1.224,0.727,231.995,-171.021,60.486
-0.385,-1.294,0.574,229.675,-163.879,65.552
-0.380,-1.317,0.479,219.849,-162.659,69.885
-0.394,-1.322,0.453,212.280,-164.856,75.073
-0.418,-1.381,0.490,204.590,-168.335,78.857
-0.453,-1.457,0.529,190.674,-168.213,81.909
-0.472,-1.505,0.541,172.302,-161.987,87.524
-0.468,-1.496,0.507,151.917,-152.344,95.947
-0.441,-1.448,0.444,132.874,-143.494,104.614
-0.427,-1.400,0.396,119.080,-139.954,111.755
-0.419,-1.420,0.371,112.732,-140.381,117.554
-0.420,-1.452,0.373,109.924,-142.883,123.901
-0.426,-1.450,0.363,109.558,-142.883,132.446
-0.411,-1.415,0.334,107.666,-139.709,141.479
-0.387,-1.384,0.275,106.934,-135.803,147.888
-0.365,-1.398,0.208,110.657,-135.132,152.832
-0.342,-1.448,0.127,114.807,-136.353,157.227
-0.322,-1.457,0.041,115.662,-138.306,162.537
-0.281,-1.460,-0.030,113.159,-141.785,167.480
-0.252,-1.447,-0.096,109.924,-147.278,172.974
-0.224,-1.427,-0.140,110.596,-156.067,180.115
-0.222,-1.381,-0.112,114.380,-167.908,187.866
-0.231,-1.411,-0.079,120.117,-178.589,194.458
-0.251,-1.478,-0.110,130.249,-186.462,203.003
-0.261,-1.575,-0.202,142.700,-194.458,215.576
-0.276,-1.630,-0.291,152.222,-206.604,231.689
-0.271,-1.587,-0.359,157.043,-222.473,249.817
-0.267,-1.448,-0.379,156.372,-240.051,265.259
-0.230,-1.308,-0.353,152.893,-257.385,273.804
-0.249,-1.231,-0.336,152.222,-273.254,276.611
-0.254,-1.178,-0.261,149.475,-289.307,276.428
-0.265,-1.141,-0.138,143.433,-302.612,274.780
-0.252,-1.064,-0.018,135.010,-309.570,270.569
-0.226,-0.970,0.069,124.695,-310.364,267.639
-0.214,-0.906,0.156,109.924,-306.458,262.695
-0.208,-0.882,0.237,82.764,-297.119,251.770
-0.191,-0.891,0.270,60.974,-286.865,245.300
-0.171,-0.742,0.295,44.128,-279.724,244.568
-0.137,-0.574,0.313,28.259,-274.292,241.089
-0.099,-0.498,0.269,20.020,-267.822,233.765
-0.083,-0.477,0.245,15.198,-262.817,226.074
-0.056,-0.455,0.243,5.493,-261.475,217.468
-0.014,-0.332,0.205,-9.766,-261.169,210.449
0.025,-0.079,0.250,-29.541,-263.916,200.928
0.041,0.288,0.618,-50.049,-268.250,182.312
0.042,0.540,0.994,-62.561,-261.230,151.184
0.051,0.547,1.200,-64.087,-240.356,110.840
0.045,0.395,1.174,-64.087,-206.970,68.909
0.030,0.216,1.066,-72.693,-174.500,34.912
-0.010,0.169,1.061,-88.745,-155.273,10.925
-0.042,0.142,1.151,-98.145,-146.851,-4.883
-0.077,0.109,1.291,-97.168,-143.066,-15.808
-0.111,0.064,1.461,-87.830,-139.832,-23.437
-0.124,-0.016,1.625,-72.327,-132.263,-27.649
-0.128,-0.142,1.742,-53.406,-118.042,-26.123
-0.100,-0.276,1.760,-37.231,-96.680,-21.423
-0.042,-0.343,1.686,-25.269,-70.984,-12.939
0.030,-0.331,1.574,-17.944,-45.532,-3.296
0.110,-0.300,1.426,-13.428,-23.376,3.601
0.195,-0.291,1.247,-8.850,-4.517,8.362
0.286,-0.287,1.067,-5.066,9.338,11.658
0.376,-0.258,0.913,-2.258,19.226,14.404
0.450,-0.222,0.789,-0.854,24.536,15.259
0.503,-0.204,0.708,0.366,26.794,13.855
0.546,-0.206,0.653,3.235,27.466,11.047
0.580,-0.211,0.615,7.812,27.954,8.118
0.615,-0.214,0.578,12.573,29.541,4.761
0.651,-0.232,0.518,15.259,31.372,0.183
0.674,-0.277,0.449,17.700,31.433,-4.333
0.691,-0.345,0.398,19.348,28.748,-8.972
0.697,-0.403,0.382,19.043,24.170,-12.390
0.688,-0.440,0.402,17.090,18.494,-14.221
0.675,-0.473,0.433,15.320,13.184,-15.503
0.668,-0.506,0.462,13.489,9.155,-16.235
0.657,-0.515,0.478,10.620,6.287,-16.357
-0.094,-0.603,0.701,7.874,-5.859,-12.634
-0.105,-0.602,0.736,15.808,-5.554,-12.573
-0.103,-0.618,0.730,25.452,-3.967,-12.634
-0.095,-0.626,0.695,36.438,-2.686,-11.719
-0.091,-0.633,0.665,47.852,-3.479,-10.376
-0.092,-0.658,0.647,57.678,-4.761,-9.460
-0.084,-0.671,0.619,63.538,-4.761,-8.972
-0.084,-0.667,0.613,71.716,-5.615,-7.446
-0.093,-0.677,0.644,84.656,-8.118,-4.395
-0.100,-0.683,0.690,100.403,-9.521,-0.610
-0.111,-0.670,0.770,120.300,-8.972,5.066
-0.128,-0.671,0.821,144.226,-5.798,12.390
-0.081,-0.665,0.712,164.856,1.465,20.325
-0.064,-0.626,0.635,183.960,4.761,23.254
-0.075,-0.613,0.600,200.195,3.174,21.484
-0.102,-0.641,0.579,215.332,2.625,17.578
-0.142,-0.702,0.538,227.234,2.747,11.597
-0.140,-0.767,0.439,232.666,7.751,4.333
-0.132,-0.880,0.292,241.394,8.301,-1.404
-0.141,-1.026,0.178,254.883,-5.249,-5.371
-0.153,-1.145,0.143,260.681,-17.029,-4.883
-0.158,-1.222,0.133,255.798,-17.456,0.549
-0.154,-1.268,0.108,247.559,-17.944,7.202
-0.138,-1.247,0.053,235.901,-19.165,14.099
-0.119,-1.201,-0.015,222.900,-20.874,20.203
-0.105,-1.146,-0.060,209.778,-23.132,23.560
-0.098,-1.116,-0.099,199.463,-23.987,25.391
-0.091,-1.128,-0.131,193.909,-24.536,27.100
-0.107,-1.167,-0.132,188.538,-25.085,29.175
-0.107,-1.184,-0.172,178.467,-24.353,33.203
-0.081,-1.151,-0.252,165.588,-23.071,37.903
-0.055,-1.093,-0.306,159.607,-25.879,41.809
-0.047,-1.016,-0.297,157.898,-31.799,42.847
-0.060,-0.950,-0.269,159.302,-37.598,40.222
-0.067,-0.944,-0.316,165.894,-41.321,35.828
-0.047,-1.007,-0.435,174.927,-43.030,30.579
-0.054,-1.118,-0.528,187.744,-49.622,28.076
-0.087,-1.237,-0.626,202.942,-60.364,31.372
-0.086,-1.316,-0.793,213.745,-69.153,37.292
-0.082,-1.330,-0.956,216.248,-77.393,41.199
-0.077,-1.367,-1.090,219.910,-88.135,41.687
-0.072,-1.436,-1.220,231.445,-101.624,42.969
-0.062,-1.466,-1.352,244.080,-117.188,46.204
-0.068,-1.474,-1.484,257.324,-135.010,49.927
-0.049,-1.561,-1.615,272.766,-154.724,50.049
-0.049,-1.672,-1.702,285.767,-176.697,51.758
-0.070,-1.723,-1.700,289.307,-198.181,57.068
-0.073,-1.699,-1.704,281.189,-216.064,64.087
-0.034,-1.636,-1.670,265.869,-229.858,69.641
-0.052,-1.544,-1.533,247.253,-242.737,74.646
-0.065,-1.408,-1.362,223.022,-248.901,78.064
-0.059,-1.293,-1.173,198.975,-252.441,77.942
-0.059,-1.170,-1.014,175.842,-253.601,77.026
-0.054,-1.045,-0.918,154.907,-251.221,76.538
-0.024,-0.949,-0.885,138.794,-248.352,75.989
0.000,-0.879,-0.870,125.610,-246.948,76.355
0.005,-0.774,-0.759,113.464,-247.742,76.172
-0.002,-0.667,-0.591,101.013,-246.948,73.425
0.009,-0.601,-0.457,87.097,-240.845,66.772
0.033,-0.564,-0.359,71.289,-231.323,57.495
0.051,-0.543,-0.282,56.763,-222.778,49.316
0.064,-0.517,-0.176,48.096,-215.637,42.664
0.088,-0.513,-0.072,43.091,-207.947,35.767
0.117,-0.511,0.017,34.119,-200.623,30.457
0.150,-0.491,0.105,26.367,-189.331,29.968
0.178,-0.448,0.167,14.648,-173.645,29.114
0.225,-0.443,0.155,7.690,-157.776,27.649
0.282,-0.442,0.096,6.592,-146.240,27.649
0.328,-0.406,0.051,8.179,-138.428,30.151
0.370,-0.352,0.037,11.292,-132.507,31.555
0.401,-0.323,0.030,17.578,-127.197,31.494
0.425,-0.319,0.040,24.719,-121.643,28.931
0.451,-0.347,0.050,30.457,-114.319,25.513
0.477,-0.362,0.053,29.846,-105.347,21.790
0.500,-0.376,0.057,23.560,-95.703,18.005
0.520,-0.392,0.052,14.282,-85.510,14.282
0.547,-0.405,0.037,3.113,-75.195,10.681
0.573,-0.395,0.024,-6.165,-65.735,8.606
0.596,-0.374,0.021,-10.864,-58.167,7.507
0.625,-0.379,0.006,-9.338,-51.575,7.141
0.656,-0.390,-0.019,-6.470,-45.898,7.019
0.681,-0.392,-0.043,-4.944,-40.833,6.775
0.698,-0.400,-0.042,-2.563,-36.621,6.165
0.712,-0.426,-0.036,1.038,-32.532,6.165
0.727,-0.452,-0.046,1.892,-27.649,6.226
0.746,-0.461,-0.067,0.549,-22.705,6.714
0.764,-0.448,-0.092,-1.648,-18.555,7.446
0.779,-0.440,-0.112,-4.211,-15.076,7.385
0.790,-0.440,-0.128,-7.141,-11.719,6.470
0.798,-0.448,-0.123,-9.521,-8.911,5.310
0.809,-0.448,-0.131,-11.536,-6.287,5.066
0.823,-0.430,-0.153,-13.428,-3.418,5.493
0.835,-0.416,-0.174,-13.550,-1.953,5.676
0.846,-0.409,-0.184,-12.329,-1.099,5.554
0.857,-0.386,-0.193,-12.329,-0.122,4.944
0.861,-0.390,-0.192,-11.292,0.305,3.235
0.866,-0.418,-0.190,-10.132,0.916,1.587
0.871,-0.429,-0.192,-10.803,2.319,0.671
0.871,-0.433,-0.185,-11.292,3.601,0.488
0.877,-0.428,-0.181,-11.169,4.822,0.793
0.878,-0.432,-0.188,-10.132,6.287,1.099
0.880,-0.446,-0.198,-8.057,7.568,1.465
0.883,-0.449,-0.208,-6.531,8.484,2.258
0.884,-0.437,-0.214,-5.981,9.338,2.991
0.882,-0.430,-0.215,-5.310,10.071,3.235
0.884,-0.437,-0.228,-4.395,10.864,2.991
0.885,-0.442,-0.249,-4.639,11.475,2.869
0.884,-0.446,-0.260,-4.517,11.169,3.052
0.881,-0.425,-0.264,-4.456,10.498,3.601
0.882,-0.403,-0.278,-3.357,9.949,3.845
0.888,-0.396,-0.300,0.244,9.033,3.784
0.880,-0.414,-0.292,4.089,7.324,3.906
0.876,-0.414,-0.293,4.089,6.653,3.906
0.878,-0.392,-0.317,2.686,7.202,3.845
0.879,-0.385,-0.334,2.380,6.897,3.296
0.875,-0.393,-0.341,1.404,6.287,1.892
0.873,-0.391,-0.350,-1.465,5.981,0.244
0.870,-0.380,-0.348,-3.906,5.493,-0.916
0.865,-0.368,-0.341,-5.493,4.883,-1.709
-0.165,-0.599,0.887,-68.359,21.912,-89.050
-0.180,-0.586,0.874,-63.538,22.095,-87.280
-0.196,-0.583,0.867,-59.998,22.217,-87.341
-0.196,-0.598,0.867,-58.411,22.461,-88.806
-0.198,-0.615,0.873,-57.556,22.339,-89.722
-0.202,-0.624,0.875,-57.800,22.278,-89.417
-0.201,-0.630,0.871,-58.228,22.644,-88.074
-0.196,-0.631,0.868,-56.885,21.851,-85.449
-0.194,-0.625,0.878,-52.795,19.714,-81.055
-0.204,-0.609,0.892,-46.753,16.968,-75.623
-0.207,-0.589,0.911,-40.527,15.381,-70.618
-0.203,-0.571,0.915,-34.485,15.076,-66.956
-0.197,-0.555,0.906,-29.053,15.320,-64.209
-0.194,-0.544,0.893,-23.743,15.381,-62.012
-0.188,-0.539,0.876,-18.738,15.076,-60.364
-0.195,-0.533,0.864,-14.282,14.160,-58.655
-0.209,-0.529,0.857,-11.108,13.489,-56.824
-0.204,-0.534,0.855,-9.521,13.733,-56.091
-0.206,-0.537,0.860,-8.789,14.343,-55.298
-0.214,-0.536,0.861,-7.324,14.893,-53.467
-0.224,-0.530,0.853,-6.348,16.052,-52.002
-0.226,-0.533,0.834,-6.226,17.761,-51.880
-0.216,-0.545,0.818,-6.287,18.250,-52.307
-0.204,-0.550,0.821,-5.005,17.090,-51.514
-0.194,-0.547,0.837,-1.343,14.893,-49.011
-0.186,-0.530,0.854,2.930,13.489,-45.532
-0.193,-0.508,0.853,7.202,13.367,-41.565
-0.206,-0.497,0.827,9.949,14.771,-38.940
-0.201,-0.493,0.796,10.681,17.334,-38.452
-0.200,-0.490,0.773,11.963,18.982,-38.879
-0.215,-0.487,0.755,13.184,18.799,-39.001
-0.230,-0.486,0.735,13.733,18.066,-39.917
-0.235,-0.500,0.720,14.771,16.602,-42.236
-0.248,-0.535,0.734,18.555,13.000,-44.617
-0.278,-0.608,0.813,26.855,8.301,-44.861
-0.306,-0.696,0.885,38.818,6.042,-41.077
-0.321,-0.776,0.880,53.528,7.751,-32.043
-0.326,-0.816,0.858,72.510,6.409,-19.226
-0.358,-0.806,0.895,100.220,-2.075,-3.723
-0.411,-0.823,1.045,135.925,-14.465,11.414
-0.446,-0.876,1.126,173.645,-19.165,27.954
-0.443,-0.880,1.055,205.017,-10.864,47.668
-0.390,-0.787,0.870,227.234,-2.625,67.749
-0.348,-0.702,0.676,250.610,-10.559,82.642
-0.351,-0.691,0.586,272.156,-26.123,87.097
-0.374,-0.790,0.561,291.504,-37.842,81.238
-0.361,-0.946,0.490,306.213,-40.894,72.327
-0.341,-1.107,0.393,322.266,-45.349,67.932
-0.331,-1.254,0.341,338.562,-57.617,71.655
-0.324,-1.350,0.321,351.501,-73.120,79.956
-0.306,-1.397,0.285,363.953,-87.891,92.407
-0.262,-1.380,0.219,374.207,-99.060,107.361
-0.187,-1.288,0.126,383.362,-107.544,124.023
-0.139,-1.176,0.039,391.541,-114.075,137.451
-0.097,-1.146,-0.130,401.123,-118.286,145.508
-0.024,-1.240,-0.430,408.630,-120.544,150.940
0.041,-1.375,-0.749,417.603,-126.099,156.616
0.058,-1.528,-0.978,429.565,-142.944,165.466
0.053,-1.640,-1.103,436.279,-163.940,174.988
0.026,-1.688,-1.140,438.049,-184.998,182.922
-0.000,-1.716,-1.091,438.599,-205.383,188.843
0.003,-1.719,-1.036,428.589,-218.750,189.758
0.032,-1.675,-1.015,406.799,-225.525,186.157
0.058,-1.606,-0.957,380.615,-229.858,182.434
0.099,-1.580,-0.969,356.018,-228.027,182.068
0.175,-1.484,-1.030,322.327,-221.985,182.312
0.236,-1.294,-1.043,282.532,-221.191,177.490
0.284,-1.079,-0.986,251.404,-223.572,170.288
0.308,-0.865,-0.903,232.178,-226.257,162.842
0.323,-0.693,-0.855,217.102,-226.135,151.611
0.319,-0.601,-0.791,206.177,-220.703,136.292
0.347,-0.629,-0.725,199.402,-214.111,118.042
0.343,-0.621,-0.613,179.810,-210.449,98.389
0.334,-0.569,-0.500,148.437,-202.576,80.444
0.335,-0.559,-0.392,117.065,-191.833,63.660
0.344,-0.526,-0.316,81.238,-177.612,48.828
0.366,-0.451,-0.277,45.898,-161.926,38.025
0.378,-0.378,-0.224,23.315,-151.428,30.823
0.383,-0.309,-0.143,13.550,-144.531,25.208
0.379,-0.293,-0.087,12.207,-138.428,20.935
0.408,-0.286,-0.065,15.564,-131.958,18.372
0.423,-0.253,-0.058,17.639,-126.831,15.137
0.434,-0.241,-0.046,19.226,-121.948,10.498
0.447,-0.284,-0.040,20.813,-116.089,4.456
0.467,-0.326,-0.037,19.958,-109.436,-0.122
0.482,-0.324,-0.013,13.672,-102.844,-3.418
0.489,-0.333,0.024,8.545,-96.313,-7.324
0.500,-0.395,0.040,7.874,-89.478,-9.644
0.511,-0.449,0.051,6.226,-81.787,-8.972
0.532,-0.457,0.043,2.686,-72.754,-5.066
0.561,-0.410,0.020,0.977,-63.416,-0.793
0.588,-0.374,0.001,5.676,-57.434,2.808
0.603,-0.385,-0.010,13.489,-52.979,4.028
0.622,-0.420,-0.039,18.921,-48.767,4.089
0.642,-0.440,-0.068,20.691,-44.617,4.578
0.662,-0.429,-0.089,18.921,-40.222,5.615
0.686,-0.401,-0.118,15.747,-35.645,5.676
0.705,-0.402,-0.142,14.709,-31.738,4.639
0.720,-0.415,-0.149,14.526,-27.832,2.930
0.730,-0.421,-0.145,14.465,-24.292,1.831
0.744,-0.429,-0.151,14.465,-21.667,1.160
0.763,-0.422,-0.179,13.855,-19.714,0.671
0.778,-0.412,-0.195,13.733,-19.104,0.000
0.786,-0.422,-0.200,14.282,-18.433,-1.160
0.800,-0.427,-0.212,14.343,-17.212,-2.136
0.809,-0.451,-0.221,13.977,-15.686,-3.174
0.818,-0.474,-0.229,12.634,-12.146,-3.601
0.827,-0.481,-0.231,10.620,-8.728,-3.235
0.832,-0.472,-0.227,8.484,-5.859,-2.625
0.840,-0.478,-0.241,7.996,-4.578,-2.319
0.852,-0.482,-0.273,6.531,-3.479,-1.953
0.859,-0.467,-0.293,4.089,-3.479,-1.953
0.854,-0.464,-0.285,2.930,-4.517,-2.502
0.851,-0.474,-0.268,2.686,-5.127,-3.113
0.849,-0.480,-0.253,2.075,-4.761,-3.235
0.851,-0.475,-0.264,1.160,-3.235,-2.502
0.859,-0.464,-0.285,1.221,-2.441,-1.526
0.862,-0.449,-0.300,1.953,-2.563,-1.099
0.864,-0.445,-0.301,3.418,-3.052,-0.488
-0.236,-0.630,0.989,1.770,-22.400,-40.710
-0.238,-0.613,0.982,7.507,-20.813,-35.828
-0.237,-0.604,0.963,11.963,-19.043,-32.959
-0.240,-0.603,0.936,15.869,-17.822,-31.067
-0.253,-0.604,0.908,18.372,-17.334,-29.602
-0.264,-0.609,0.893,18.311,-17.517,-29.236
-0.268,-0.625,0.898,16.846,-18.066,-30.029
-0.276,-0.657,0.929,15.747,-18.494,-30.640
-0.281,-0.690,0.960,15.198,-17.822,-29.785
-0.277,-0.713,0.975,15.564,-16.235,-26.855
-0.269,-0.713,0.979,17.395,-14.160,-21.912
-0.259,-0.690,0.971,20.142,-12.024,-16.235
-0.248,-0.657,0.949,23.987,-10.315,-11.047
-0.250,-0.628,0.922,28.748,-9.033,-7.019
-0.258,-0.613,0.891,32.776,-8.362,-5.310
-0.258,-0.617,0.865,34.241,-7.935,-6.165
-0.253,-0.636,0.859,34.485,-8.789,-8.301
-0.252,-0.661,0.867,34.119,-10.132,-10.071
-0.251,-0.685,0.872,32.104,-10.620,-10.254
-0.246,-0.701,0.880,29.236,-10.193,-9.216
-0.239,-0.703,0.888,26.794,-9.155,-6.531
-0.236,-0.687,0.892,24.658,-7.446,-2.930
-0.232,-0.660,0.895,23.437,-5.310,0.305
-0.227,-0.630,0.888,23.926,-2.808,3.479
-0.224,-0.603,0.871,25.818,-0.793,5.310
-0.227,-0.595,0.847,29.419,0.305,5.920
-0.235,-0.600,0.827,33.264,0.244,5.615
-0.234,-0.615,0.811,36.865,-0.427,4.761
-0.234,-0.633,0.800,39.307,-1.526,3.967
-0.240,-0.655,0.806,41.321,-3.418,3.418
-0.249,-0.676,0.841,44.250,-6.287,3.540
-0.265,-0.703,0.893,49.133,-8.301,5.066
-0.273,-0.721,0.929,55.725,-7.751,8.362
-0.282,-0.722,0.953,64.575,-6.165,13.245
-0.293,-0.713,0.946,76.782,-4.211,18.555
-0.303,-0.706,0.910,95.642,-4.883,23.621
-0.309,-0.727,0.858,123.474,-9.827,28.259
-0.314,-0.791,0.838,158.875,-18.616,34.363
-0.340,-0.872,0.871,198.242,-28.931,44.800
-0.387,-1.001,0.948,238.159,-38.696,60.120
-0.436,-1.154,0.953,277.344,-47.546,81.360
-0.427,-1.290,0.770,313.232,-50.476,111.328
-0.343,-1.269,0.515,335.632,-51.575,148.315
-0.275,-1.094,0.291,356.628,-69.763,190.613
-0.217,-0.948,0.182,373.840,-98.083,205.261
-0.157,-0.875,0.124,383.850,-116.394,187.317
-0.102,-1.011,-0.021,407.166,-128.052,185.120
-0.081,-1.344,-0.230,432.617,-136.902,194.946
-0.048,-1.711,-0.476,442.932,-147.034,209.045
-0.072,-1.868,-0.579,438.354,-163.269,232.422
-0.119,-1.845,-0.558,422.668,-180.054,257.935
-0.104,-1.744,-0.595,403.870,-187.988,276.245
-0.054,-1.599,-0.646,389.404,-192.871,287.354
0.008,-1.511,-0.687,385.559,-200.195,290.649
0.067,-1.499,-0.767,389.526,-210.999,289.185
0.108,-1.520,-0.835,391.541,-222.473,282.410
0.151,-1.568,-0.887,382.141,-228.149,273.743
0.194,-1.535,-0.902,361.572,-228.088,271.179
0.236,-1.368,-0.893,328.308,-229.736,266.174
0.269,-1.148,-0.829,293.152,-233.337,255.249
0.289,-0.953,-0.739,268.372,-233.459,242.004
0.347,-0.733,-0.673,244.446,-227.844,223.328
0.357,-0.584,-0.589,220.398,-224.548,196.350
0.365,-0.558,-0.509,203.674,-220.093,171.021
0.364,-0.547,-0.444,189.270,-211.670,153.137
0.363,-0.450,-0.347,167.542,-204.590,137.024
0.365,-0.321,-0.253,140.381,-195.557,119.690
0.350,-0.247,-0.107,117.188,-181.030,100.342
0.349,-0.244,0.028,97.534,-165.649,78.369
0.378,-0.260,0.107,79.834,-150.452,58.472
0.410,-0.238,0.144,61.523,-139.038,43.213
0.412,-0.214,0.180,42.786,-133.118,29.602
0.431,-0.181,0.221,29.480,-128.296,18.555
0.445,-0.194,0.250,24.048,-123.230,8.667
0.455,-0.201,0.290,20.447,-116.882,0.549
0.471,-0.240,0.308,18.860,-108.643,-5.737
0.489,-0.304,0.315,19.775,-99.670,-9.766
0.513,-0.334,0.282,18.433,-89.844,-10.437
0.543,-0.342,0.235,17.151,-80.811,-9.094
0.558,-0.370,0.211,18.860,-74.219,-7.202
0.579,-0.402,0.190,19.897,-67.139,-4.700
0.597,-0.385,0.170,17.090,-59.448,-2.136
0.616,-0.405,0.165,15.747,-51.880,-1.282
0.638,-0.454,0.146,16.968,-44.434,0.183
0.664,-0.432,0.116,15.259,-37.720,3.296
0.685,-0.389,0.102,14.160,-33.020,5.554
0.710,-0.391,0.075,16.418,-28.564,6.165
0.737,-0.399,0.033,18.250,-24.353,6.226
0.759,-0.392,-0.003,16.907,-20.508,5.615
0.761,-0.413,-0.041,15.564,-17.395,4.456
0.809,-0.413,-0.056,13.672,-15.381,3.906
0.815,-0.424,-0.052,12.329,-13.062,2.441
0.827,-0.424,-0.052,9.583,-10.193,1.282
0.850,-0.415,-0.087,6.714,-6.165,0.732
0.868,-0.403,-0.119,4.272,-3.113,-0.305
0.882,-0.423,-0.129,3.540,-2.319,-1.099
0.883,-0.484,-0.128,4.883,-1.953,-0.916
0.888,-0.485,-0.120,3.784,-1.526,0.916
0.901,-0.439,-0.132,1.221,-0.488,3.784
0.910,-0.403,-0.140,0.122,0.549,4.700
0.914,-0.392,-0.148,0.854,0.916,3.601
0.919,-0.383,-0.155,1.221,1.282,1.526
0.920,-0.382,-0.159,0.854,1.587,-0.793
0.920,-0.397,-0.156,0.366,2.136,-3.418
0.920,-0.414,-0.165,-0.732,2.563,-5.554
0.921,-0.417,-0.171,-0.916,2.380,-6.165
0.916,-0.399,-0.163,-0.427,1.648,-5.920
0.912,-0.385,-0.166,0.427,1.160,-6.348
0.902,-0.400,-0.156,2.319,0.916,-7.812
0.895,-0.428,-0.156,4.089,0.854,-9.033
0.891,-0.439,-0.164,4.883,0.977,-8.789
0.887,-0.415,-0.165,4.517,1.282,-7.629
0.881,-0.412,-0.171,4.028,1.526,-7.263
0.876,-0.437,-0.172,4.517,1.953,-7.385
0.876,-0.439,-0.180,3.540,2.258,-6.531
0.878,-0.410,-0.198,1.282,2.747,-5.371
0.878,-0.403,-0.210,0.793,2.563,-5.249
0.879,-0.412,-0.222,2.014,1.892,-5.493
0.876,-0.422,-0.224,2.441,1.282,-5.493
0.049,-0.561,0.669,-117.676,26.245,-65.186
0.036,-0.566,0.668,-123.474,24.170,-69.885
0.019,-0.574,0.689,-126.587,20.142,-72.144
0.004,-0.581,0.740,-127.563,15.808,-71.777
-0.000,-0.588,0.799,-126.892,12.329,-69.641
-0.007,-0.593,0.847,-123.413,10.254,-65.857
-0.011,-0.587,0.880,-117.432,9.155,-61.035
-0.009,-0.570,0.889,-108.337,7.996,-56.702
-0.018,-0.557,0.877,-95.642,5.859,-51.880
-0.030,-0.552,0.865,-82.825,3.357,-48.096
-0.031,-0.555,0.863,-72.998,0.793,-47.607
-0.044,-0.570,0.875,-62.012,-2.441,-46.936
-0.066,-0.585,0.891,-49.683,-6.226,-44.495
-0.085,-0.597,0.900,-39.307,-8.972,-42.908
-0.086,-0.606,0.909,-29.785,-11.169,-40.466
-0.080,-0.604,0.917,-18.982,-14.282,-36.377
-0.067,-0.590,0.913,-9.888,-16.479,-32.104
-0.080,-0.580,0.917,-2.075,-18.005,-29.114
-0.079,-0.566,0.938,4.089,-18.860,-26.794
-0.078,-0.563,0.946,8.972,-18.005,-26.062
-0.076,-0.575,0.930,12.695,-16.418,-25.818
-0.076,-0.586,0.931,15.198,-15.503,-24.597
-0.085,-0.587,0.933,17.761,-15.137,-22.705
-0.095,-0.593,0.928,19.592,-13.611,-21.301
-0.088,-0.598,0.943,22.034,-12.817,-20.874
-0.103,-0.619,0.958,26.489,-12.024,-19.897
-0.103,-0.630,0.971,31.494,-10.620,-18.250
-0.097,-0.648,0.980,37.170,-8.972,-16.296
-0.114,-0.659,0.966,44.556,-7.141,-13.000
-0.086,-0.643,0.974,51.208,-6.775,-9.338
-0.122,-0.640,1.029,61.340,-7.935,-6.958
-0.110,-0.661,1.092,77.576,-7.874,-4.822
-0.141,-0.648,1.100,91.492,-4.211,-2.380
-0.148,-0.642,1.048,108.276,-1.038,-1.343
-0.160,-0.659,0.961,129.883,-0.793,-1.587
-0.152,-0.712,0.875,151.672,-4.150,-4.150
-0.170,-0.752,0.841,168.518,-11.597,-12.817
-0.221,-0.848,0.824,190.308,-20.447,-20.325
-0.190,-0.967,0.888,219.421,-28.442,-21.729
-0.220,-1.182,0.877,254.089,-32.837,0.610
-0.251,-1.249,0.800,266.724,-34.607,23.560
-0.192,-1.267,0.668,269.775,-37.476,40.649
-0.154,-1.146,0.524,267.151,-44.250,53.223
-0.124,-1.008,0.417,267.334,-55.969,62.927
-0.119,-0.975,0.332,284.668,-72.998,65.063
-0.120,-1.059,0.228,309.082,-89.661,63.599
-0.112,-1.189,0.133,334.961,-104.614,62.805
-0.122,-1.309,0.073,360.901,-121.399,68.176
-0.140,-1.405,0.052,384.827,-136.108,81.299
