aX,aY,aZ,gX,gY,gZ
0.246,-1.030,0.400,3.662,6.104,-17.822
0.248,-1.015,0.416,8.606,2.319,-14.526
0.252,-1.000,0.420,11.414,0.488,-11.108
0.253,-0.986,0.426,11.230,-0.183,-8.118
0.253,-0.969,0.429,8.667,0.244,-5.249
0.258,-0.946,0.438,4.578,0.793,-3.174
0.265,-0.924,0.448,0.061,1.526,-1.709
0.273,-0.902,0.464,-3.906,2.258,-1.282
0.864,0.243,0.337,-1.770,0.305,1.343
0.865,0.240,0.347,-0.854,0.671,1.038
0.869,0.229,0.344,0.244,1.160,0.671
0.878,0.236,0.376,0.427,1.282,0.427
0.863,0.216,0.342,2.686,2.258,0.366
0.883,0.193,0.288,2.258,3.845,0.671
0.875,0.220,0.336,-1.099,0.122,0.854
0.875,0.222,0.340,-0.732,-0.793,0.793
0.878,0.208,0.337,0.000,-0.488,1.160
0.877,0.210,0.338,-1.587,-0.183,0.549
0.876,0.211,0.344,-1.831,-0.305,0.732
0.877,0.207,0.341,-1.465,-0.366,1.099
0.877,0.208,0.340,-2.136,-0.244,1.160
0.879,0.215,0.343,-2.441,-0.427,1.221
0.882,0.219,0.338,-2.319,-0.366,1.160
0.886,0.218,0.335,-2.258,-0.427,1.038
0.885,0.221,0.334,-2.625,-0.549,0.732
0.887,0.226,0.332,-2.563,-0.854,0.610
0.886,0.228,0.334,-2.014,-1.282,0.549
0.883,0.237,0.341,-1.709,-1.221,0.244
0.883,0.241,0.334,-1.404,-1.038,-0.061
0.882,0.244,0.335,-1.099,-1.221,-0.610
0.882,0.247,0.337,-0.854,-1.404,-0.916
0.882,0.246,0.339,-0.732,-1.404,-1.282
0.875,0.251,0.349,-1.282,-1.221,-1.648
0.871,0.259,0.358,-0.977,-0.977,-2.136
0.866,0.257,0.346,0.305,-0.549,-2.563
0.864,0.247,0.342,0.610,-0.305,-2.991
0.860,0.260,0.350,-0.427,-0.366,-3.113
0.857,0.281,0.353,-0.610,-0.061,-3.052
0.857,0.299,0.348,-1.770,0.916,-3.357
0.857,0.328,0.349,-4.517,1.709,-4.333
0.861,0.360,0.338,-5.920,2.502,-5.310
0.863,0.388,0.314,-6.897,2.930,-6.226
0.844,0.436,0.315,-9.033,2.991,-6.958
0.831,0.484,0.327,-10.254,3.052,-7.019
0.836,0.623,0.336,-9.460,3.784,-5.127
0.862,0.834,0.315,-4.822,4.761,-2.441
0.908,1.019,0.234,4.578,6.165,-1.831
0.987,1.198,0.126,11.353,6.653,-3.906
1.043,1.414,0.086,14.832,2.991,-10.315
1.098,1.563,0.008,22.095,1.343,-21.851
1.155,1.680,-0.075,23.804,1.221,-38.818
1.173,1.765,-0.132,17.944,0.305,-63.171
1.153,1.788,-0.161,12.329,-3.052,-91.736
1.110,1.791,-0.150,10.681,-11.292,-119.019
1.042,1.711,-0.117,15.015,-22.095,-144.592
0.968,1.621,-0.084,20.386,-31.372,-168.823
0.871,1.497,-0.010,21.484,-38.513,-191.956
0.773,1.396,0.030,19.836,-40.955,-213.867
0.672,1.266,0.088,17.883,-43.457,-234.436
0.561,1.136,0.184,16.907,-46.082,-251.953
0.454,0.990,0.260,17.700,-45.166,-267.029
0.358,0.806,0.283,22.827,-43.091,-280.029
0.278,0.649,0.279,32.532,-42.725,-288.818
0.205,0.556,0.295,43.274,-44.189,-295.532
0.086,0.420,0.316,54.260,-43.335,-305.237
-0.072,0.178,0.357,60.608,-36.377,-321.228
-0.255,-0.236,0.369,62.683,-25.879,-340.210
-0.376,-0.704,0.283,58.289,-14.343,-353.271
-0.480,-1.046,0.338,37.231,-11.047,-355.469
-0.580,-1.267,0.495,7.812,-12.878,-343.384
-0.604,-1.547,0.595,-4.944,-13.977,-321.899
-0.625,-1.818,0.654,-14.893,-16.541,-298.523
-0.587,-2.015,0.683,-32.654,-19.531,-271.790
-0.576,-2.062,0.818,-54.016,-24.963,-237.854
-0.494,-2.077,0.868,-52.979,-27.466,-190.918
-0.394,-1.986,0.876,-60.364,-23.376,-150.269
-0.295,-1.776,0.866,-73.547,-15.320,-118.896
-0.210,-1.548,0.794,-78.979,-6.165,-91.003
-0.121,-1.393,0.751,-79.224,-0.488,-72.327
-0.058,-1.295,0.728,-73.975,-0.183,-62.012
0.001,-1.220,0.704,-62.988,-2.319,-53.284
0.043,-1.140,0.671,-52.429,-4.456,-46.143
0.077,-1.063,0.645,-43.945,-5.615,-41.992
0.115,-1.048,0.618,-35.095,-7.141,-40.771
0.134,-1.031,0.630,-29.236,-10.071,-39.795
0.137,-1.029,0.660,-23.499,-12.451,-38.696
0.136,-1.061,0.693,-19.897,-12.390,-37.720
0.137,-1.124,0.706,-18.066,-10.864,-35.645
0.147,-1.172,0.693,-17.822,-7.996,-31.128
0.167,-1.168,0.663,-18.616,-4.578,-24.597
0.189,-1.129,0.632,-18.982,-2.014,-17.029
0.215,-1.086,0.621,-19.348,-0.427,-10.010
0.238,-1.048,0.622,-18.494,0.366,-4.333
0.269,-1.020,0.597,-15.991,1.648,0.305
0.299,-0.996,0.568,-13.123,1.953,5.188
0.325,-0.957,0.550,-10.193,1.282,10.315
0.349,-0.920,0.534,-7.935,0.671,15.076
0.374,-0.868,0.533,-7.874,0.427,18.860
0.394,-0.815,0.533,-7.446,-0.244,21.484
0.415,-0.764,0.530,-5.981,-0.977,23.071
0.430,-0.724,0.529,-4.639,-1.831,23.926
0.443,-0.683,0.546,-4.761,-2.686,23.376
0.457,-0.674,0.547,-4.578,-2.808,21.729
0.465,-0.666,0.557,-5.188,-2.136,20.081
0.473,-0.644,0.561,-6.958,-1.099,18.433
0.480,-0.634,0.554,-6.042,-0.488,16.785
0.487,-0.630,0.552,-4.150,-0.671,15.381
0.492,-0.620,0.549,-3.296,-0.793,14.038
0.499,-0.617,0.540,-1.709,-0.854,12.695
0.505,-0.620,0.529,0.183,-1.160,11.658
0.510,-0.614,0.535,1.038,-1.770,11.047
0.517,-0.603,0.531,2.319,-2.319,10.498
0.521,-0.605,0.519,4.883,-3.357,10.071
0.525,-0.605,0.518,6.287,-4.944,9.827
0.524,-0.611,0.517,6.042,-6.042,9.033
0.517,-0.629,0.538,4.639,-6.714,8.301
0.509,-0.646,0.559,2.197,-6.470,8.179
0.501,-0.640,0.572,-0.977,-5.493,8.667
0.501,-0.630,0.578,-4.211,-4.333,8.667
0.505,-0.615,0.581,-6.653,-3.479,8.484
0.510,-0.605,0.579,-7.507,-3.296,8.179
0.515,-0.597,0.583,-8.057,-3.723,7.874
0.515,-0.586,0.599,-8.667,-4.150,7.263
0.520,-0.575,0.608,-7.935,-4.089,6.409
0.521,-0.570,0.604,-5.737,-4.395,5.554
0.523,-0.561,0.607,-4.089,-5.249,4.700
0.522,-0.563,0.613,-1.831,-6.348,3.418
0.835,0.181,0.463,-0.732,2.380,-1.038
0.834,0.176,0.464,-0.610,2.747,-1.038
0.835,0.168,0.459,-0.122,3.052,-0.854
0.834,0.162,0.455,-0.244,3.174,-0.610
0.834,0.165,0.455,-0.427,3.052,-0.122
0.835,0.169,0.451,0.061,3.113,0.366
0.836,0.172,0.450,0.732,3.113,0.854
0.839,0.175,0.442,0.793,3.357,1.038
0.842,0.172,0.434,0.916,3.235,1.038
0.841,0.169,0.434,0.854,2.808,1.038
0.837,0.167,0.435,0.793,2.197,1.160
0.835,0.169,0.444,0.610,2.014,1.404
0.834,0.172,0.440,0.427,2.014,1.648
0.834,0.172,0.436,0.488,1.831,1.831
0.834,0.175,0.432,0.549,1.648,2.258
0.834,0.180,0.430,0.854,1.648,2.380
0.836,0.181,0.428,1.404,1.404,2.380
0.838,0.189,0.424,1.343,1.282,2.563
0.838,0.197,0.424,0.671,0.916,2.502
0.837,0.206,0.434,0.122,0.305,2.441
0.834,0.220,0.446,-0.488,0.366,1.953
0.832,0.225,0.452,-0.366,0.732,1.526
0.831,0.229,0.456,0.061,0.793,1.160
0.830,0.235,0.456,0.244,1.099,0.916
0.833,0.247,0.454,-0.061,1.770,0.610
0.834,0.255,0.441,-0.793,2.319,0.244
0.837,0.267,0.428,-1.770,2.563,-0.244
0.835,0.290,0.420,-2.991,2.625,-0.854
0.830,0.292,0.419,-4.272,2.441,-1.465
0.825,0.301,0.431,-6.653,2.502,-1.892
0.819,0.342,0.432,-9.705,2.991,-1.770
0.807,0.379,0.428,-13.184,3.662,-1.831
0.788,0.406,0.423,-17.761,5.188,-2.014
0.760,0.445,0.428,-23.621,6.958,-1.221
0.767,0.502,0.386,-29.053,6.897,2.747
0.732,0.609,0.408,-37.048,4.395,9.583
0.725,0.756,0.380,-43.396,6.348,19.104
0.739,0.860,0.272,-51.697,8.301,28.931
0.784,1.098,0.189,-62.744,4.456,39.490
0.812,1.384,0.129,-74.585,-3.906,43.640
0.852,1.667,0.108,-80.383,-8.484,38.879
0.922,1.903,0.055,-80.627,-9.399,23.621
0.987,2.121,0.079,-87.708,-11.780,-5.127
1.020,2.233,0.101,-87.219,-10.010,-40.466
1.047,2.290,0.088,-72.571,-8.179,-77.881
1.051,2.351,0.092,-49.927,-10.315,-113.953
0.999,2.350,0.073,-22.400,-13.977,-151.611
0.895,2.178,0.038,7.324,-19.836,-192.932
0.753,1.932,0.031,36.438,-30.396,-236.572
0.558,1.695,0.109,63.904,-43.091,-269.775
0.359,1.455,0.268,86.182,-50.720,-296.204
0.155,1.158,0.350,102.417,-48.645,-323.181
-0.028,0.804,0.426,110.229,-41.992,-348.450
-0.165,0.477,0.424,112.915,-34.851,-366.394
-0.266,0.107,0.338,113.892,-30.396,-377.747
-0.343,-0.237,0.287,101.196,-30.518,-385.559
-0.392,-0.504,0.276,77.576,-35.400,-390.808
-0.449,-0.736,0.457,55.603,-40.649,-386.658
-0.482,-0.896,0.587,30.579,-33.752,-372.742
-0.474,-1.042,0.568,4.517,-18.982,-357.910
-0.449,-1.157,0.509,-20.203,-8.240,-341.736
-0.446,-1.307,0.488,-35.034,-5.310,-322.632
-0.477,-1.410,0.577,-47.241,-5.188,-299.622
-0.508,-1.478,0.660,-56.396,-3.601,-274.841
-0.470,-1.611,0.620,-53.894,-5.005,-250.793
-0.458,-1.673,0.673,-51.941,-11.841,-227.295
-0.428,-1.678,0.749,-48.645,-16.724,-199.097
-0.373,-1.687,0.722,-43.396,-15.930,-172.485
-0.317,-1.646,0.695,-42.053,-13.550,-147.522
-0.264,-1.549,0.680,-43.518,-11.353,-125.427
-0.224,-1.446,0.667,-41.748,-10.681,-107.178
-0.176,-1.399,0.653,-39.063,-8.850,-93.079
-0.125,-1.345,0.635,-36.194,-7.507,-81.665
-0.080,-1.310,0.630,-31.677,-8.545,-71.533
-0.044,-1.269,0.625,-28.015,-9.949,-62.195
-0.018,-1.217,0.638,-26.611,-9.644,-54.626
0.009,-1.199,0.665,-24.841,-8.728,-48.828
0.038,-1.196,0.687,-23.499,-7.996,-43.640
0.062,-1.197,0.704,-22.461,-6.348,-38.147
0.088,-1.175,0.711,-22.522,-3.784,-31.738
0.113,-1.148,0.713,-23.315,-0.671,-25.024
0.132,-1.115,0.706,-23.254,2.197,-18.188
0.154,-1.081,0.687,-21.484,5.188,-11.353
0.179,-1.031,0.673,-20.752,7.568,-5.554
0.202,-0.998,0.655,-19.714,9.277,-1.465
0.227,-0.972,0.637,-17.883,9.949,1.831
0.251,-0.939,0.627,-15.991,9.644,4.944
0.279,-0.913,0.612,-13.245,9.216,7.996
0.301,-0.885,0.605,-10.498,8.240,10.803
0.322,-0.855,0.616,-8.545,7.080,13.062
0.344,-0.830,0.618,-6.775,6.409,15.381
0.362,-0.805,0.618,-5.127,6.165,17.151
0.381,-0.786,0.612,-5.005,6.714,18.066
0.403,-0.771,0.596,-5.798,7.446,18.677
0.419,-0.756,0.580,-6.531,7.751,19.592
0.433,-0.730,0.576,-7.996,8.118,20.447
0.449,-0.708,0.562,-8.972,8.606,21.118
0.468,-0.682,0.547,-9.399,8.606,21.667
0.482,-0.660,0.534,-9.644,7.812,21.729
0.495,-0.638,0.521,-9.155,6.348,20.996
0.504,-0.626,0.517,-8.484,4.395,20.203
0.507,-0.605,0.526,-8.423,2.014,19.531
0.509,-0.590,0.535,-7.629,0.610,18.494
0.511,-0.573,0.556,-7.263,-0.732,17.029
0.509,-0.557,0.575,-7.019,-2.075,15.320
0.501,-0.552,0.600,-4.883,-3.235,13.367
0.498,-0.556,0.622,-2.258,-4.333,11.597
0.491,-0.562,0.638,-0.916,-4.639,9.399
0.487,-0.575,0.643,0.122,-4.089,7.324
0.485,-0.587,0.644,1.099,-3.967,5.920
0.482,-0.607,0.648,1.648,-3.540,4.822
0.475,-0.614,0.655,1.160,-2.625,4.272
0.475,-0.617,0.655,-0.061,-1.526,3.845
0.477,-0.615,0.644,-0.793,-0.732,3.540
0.482,-0.611,0.636,-1.587,-0.610,3.418
0.484,-0.602,0.633,-2.869,-0.549,3.113
0.486,-0.595,0.631,-3.174,-0.854,2.686
0.484,-0.588,0.639,-2.625,-1.404,2.563
0.477,-0.577,0.654,-2.441,-1.526,1.892
0.921,0.298,0.069,0.671,2.075,1.831
0.920,0.295,0.068,0.122,2.441,2.014
0.919,0.297,0.071,-0.916,2.747,2.563
0.920,0.302,0.065,-1.770,3.479,3.052
0.918,0.318,0.064,-2.869,3.784,3.662
0.919,0.327,0.056,-2.991,4.150,3.906
0.917,0.337,0.047,-3.235,4.272,3.906
0.915,0.348,0.048,-3.540,4.822,3.723
0.913,0.354,0.046,-3.174,5.249,3.479
0.914,0.351,0.034,-3.174,5.798,2.747
0.912,0.338,0.019,-2.747,5.859,1.709
0.909,0.323,0.009,-2.441,5.005,1.465
0.904,0.323,0.007,-3.357,4.272,1.831
0.904,0.332,0.009,-4.822,3.540,2.197
0.906,0.340,0.004,-5.859,2.747,2.563
0.905,0.357,-0.002,-7.019,2.136,2.686
0.901,0.374,-0.002,-8.301,1.221,2.747
0.895,0.385,0.006,-9.399,0.732,2.441
0.889,0.396,0.014,-11.658,1.160,2.136
0.884,0.383,-0.003,-14.465,2.197,1.465
0.880,0.371,-0.028,-18.066,3.418,1.587
0.880,0.371,-0.050,-23.743,4.150,2.136
0.882,0.396,-0.082,-29.297,4.517,3.357
0.897,0.424,-0.073,-34.973,3.723,3.845
0.899,0.462,-0.090,-38.513,1.404,4.089
0.912,0.491,-0.122,-37.598,0.916,4.517
0.925,0.552,-0.134,-40.405,-0.610,4.456
0.937,0.616,-0.135,-39.734,-4.028,2.991
0.951,0.649,-0.150,-34.119,-7.874,1.038
0.956,0.665,-0.160,-30.151,-11.902,-0.793
0.955,0.707,-0.121,-29.358,-16.724,-3.235
0.960,0.711,-0.104,-29.175,-19.836,-6.653
0.961,0.679,-0.179,-30.029,-21.545,-10.254
0.963,0.830,-0.099,-37.964,-25.024,-12.634
0.980,0.843,-0.130,-33.203,-26.550,-17.212
0.983,0.843,-0.164,-27.527,-28.015,-21.973
1.001,0.955,-0.105,-33.875,-29.053,-26.978
1.022,0.997,-0.136,-34.119,-26.733,-33.752
1.040,1.058,-0.128,-32.898,-25.635,-41.870
1.055,1.100,-0.159,-31.128,-24.414,-51.819
1.078,1.142,-0.210,-27.588,-23.743,-62.866
1.082,1.187,-0.202,-25.452,-28.320,-76.111
1.061,1.166,-0.187,-19.287,-35.278,-91.309
1.028,1.103,-0.167,-9.827,-43.213,-106.323
0.975,1.039,-0.123,-1.038,-51.331,-120.056
0.934,1.019,-0.027,7.629,-58.594,-130.737
0.899,1.005,0.041,15.137,-60.913,-141.235
0.858,0.917,0.054,20.508,-58.289,-154.053
0.823,0.771,0.058,21.423,-53.589,-166.016
0.794,0.632,0.080,16.602,-48.584,-175.293
0.784,0.577,0.100,7.935,-43.152,-180.542
0.767,0.505,0.123,-1.038,-37.292,-184.753
0.735,0.474,0.204,-13.184,-31.799,-188.782
0.696,0.415,0.258,-22.827,-24.963,-193.298
0.687,0.297,0.203,-25.146,-17.517,-196.777
0.678,0.182,0.127,-26.367,-12.695,-198.730
0.656,0.141,0.151,-29.785,-12.634,-198.914
0.620,0.069,0.215,-32.227,-15.686,-199.646
0.587,-0.043,0.221,-30.273,-17.883,-200.195
0.563,-0.159,0.205,-27.771,-19.409,-200.623
0.431,-0.185,0.296,-32.593,-21.606,-199.219
0.469,-0.323,0.367,-40.405,-20.874,-199.585
0.372,-0.336,0.427,-49.988,-17.639,-204.346
0.329,-0.552,0.436,-39.429,-17.273,-198.242
0.299,-0.753,0.456,-34.912,-17.517,-193.787
0.248,-0.873,0.568,-45.532,-17.395,-190.308
0.234,-0.971,0.628,-49.377,-13.550,-179.993
0.259,-1.079,0.574,-43.884,-8.179,-166.199
0.273,-1.103,0.590,-41.748,-6.226,-151.123
0.294,-1.070,0.584,-41.565,-4.150,-136.108
0.318,-1.051,0.558,-37.842,-2.930,-123.413
0.351,-1.061,0.530,-34.729,-3.723,-112.793
0.366,-1.062,0.524,-33.081,-5.188,-102.173
0.373,-1.006,0.524,-32.104,-4.822,-89.844
0.392,-0.971,0.488,-32.837,-1.282,-80.322
0.410,-0.976,0.450,-34.363,1.099,-75.012
0.418,-0.999,0.410,-34.119,1.831,-69.458
0.432,-0.980,0.388,-33.875,2.319,-63.599
0.456,-0.947,0.418,-32.776,0.977,-58.044
0.459,-0.942,0.515,-29.236,-2.014,-53.894
0.468,-0.937,0.583,-29.114,-0.488,-49.744
0.486,-0.939,0.564,-28.442,3.723,-45.593
0.498,-0.971,0.512,-23.315,7.019,-40.649
0.507,-0.984,0.459,-20.569,9.521,-34.912
0.528,-0.976,0.409,-21.912,11.597,-28.870
0.548,-0.943,0.381,-22.400,11.902,-22.400
0.566,-0.892,0.375,-22.522,11.658,-16.235
0.581,-0.851,0.363,-21.851,11.353,-11.353
0.599,-0.817,0.332,-19.409,11.108,-7.324
0.617,-0.777,0.306,-16.968,10.254,-4.089
0.624,-0.743,0.317,-13.733,7.935,-1.770
0.636,-0.703,0.345,-11.963,7.568,-0.610
0.655,-0.679,0.322,-11.963,9.521,-0.427
0.669,-0.694,0.270,-9.644,10.376,-0.427
0.677,-0.721,0.231,-7.812,9.216,0.366
0.685,-0.725,0.235,-10.132,7.507,1.892
0.703,-0.698,0.254,-14.404,6.470,3.906
0.713,-0.667,0.266,-16.968,5.798,5.981
0.725,-0.624,0.271,-19.775,6.226,7.019
0.735,-0.605,0.238,-21.118,7.019,6.836
0.737,-0.607,0.206,-19.958,6.287,6.592
0.749,-0.590,0.210,-18.860,4.333,6.165
0.756,-0.558,0.229,-16.907,1.892,5.249
0.765,-0.546,0.229,-13.611,0.244,3.967
0.765,-0.567,0.221,-11.108,-0.854,2.319
0.760,-0.600,0.226,-11.047,-1.709,0.854
0.751,-0.612,0.249,-11.169,-3.113,0.549
0.740,-0.626,0.268,-10.864,-4.211,0.977
0.735,-0.635,0.277,-13.123,-3.540,1.770
0.738,-0.621,0.289,-15.076,-2.930,3.235
0.738,-0.606,0.314,-14.404,-4.150,4.578
0.734,-0.593,0.350,-13.428,-4.578,4.944
0.736,-0.595,0.364,-13.428,-2.747,5.066
0.736,-0.608,0.352,-13.794,-0.427,5.188
0.750,-0.564,0.335,-13.855,0.793,5.310
0.760,-0.550,0.318,-11.047,1.404,5.066
0.758,-0.507,0.360,-10.010,-0.916,3.662
0.751,-0.546,0.357,-6.592,-1.648,1.099
0.750,-0.586,0.340,-5.920,-0.549,0.061
0.905,0.322,0.123,1.038,-0.061,0.732
0.900,0.323,0.125,0.488,0.366,0.793
0.900,0.322,0.124,-0.183,0.916,0.916
0.899,0.313,0.128,-0.671,1.282,0.793
0.900,0.317,0.134,-0.854,1.587,1.465
0.901,0.332,0.132,-0.488,2.014,2.136
0.902,0.334,0.126,0.000,2.625,2.136
0.903,0.329,0.115,0.122,3.113,1.709
0.904,0.329,0.104,0.732,2.991,1.465
0.903,0.327,0.100,1.160,2.563,1.770
0.899,0.330,0.100,0.671,2.441,1.770
0.899,0.345,0.103,0.122,2.258,1.953
0.895,0.343,0.109,0.122,2.075,1.526
0.894,0.340,0.103,0.427,2.258,1.160
0.897,0.356,0.101,0.244,2.563,1.221
0.897,0.355,0.093,-0.122,2.991,1.099
0.896,0.362,0.093,-0.244,3.174,0.977
0.896,0.369,0.092,-0.244,2.930,0.916
0.895,0.372,0.089,0.183,2.747,0.671
0.896,0.376,0.075,0.610,2.808,0.427
0.898,0.390,0.057,-0.061,3.052,0.183
0.900,0.391,0.047,-0.244,2.930,-0.610
0.897,0.388,0.052,-0.488,2.197,-1.099
0.898,0.400,0.060,-1.343,1.526,-1.282
0.898,0.406,0.057,-2.930,1.587,-1.587
0.901,0.402,0.052,-4.089,1.526,-2.197
0.901,0.409,0.053,-6.042,1.099,-2.747
0.903,0.415,0.056,-7.996,0.854,-2.808
0.904,0.427,0.054,-9.216,0.854,-3.174
0.904,0.452,0.062,-10.193,0.916,-2.869
0.907,0.493,0.065,-10.071,1.160,-2.197
0.896,0.555,0.091,-9.766,1.709,-1.709
0.898,0.598,0.073,-6.409,3.540,-1.648
0.915,0.655,0.044,-5.859,6.470,-1.221
0.931,0.758,0.042,-8.179,9.888,-1.282
0.950,0.811,-0.009,-8.057,14.404,-2.075
0.960,0.856,-0.064,-9.827,18.311,-3.784
0.976,0.910,-0.132,-14.404,20.142,-6.165
0.975,0.960,-0.185,-19.409,19.287,-8.850
0.990,1.057,-0.213,-24.109,16.174,-11.353
1.008,1.172,-0.237,-30.640,14.282,-14.648
1.024,1.249,-0.284,-40.771,15.259,-21.912
1.046,1.354,-0.333,-53.284,16.418,-33.081
1.090,1.448,-0.414,-61.523,13.977,-47.729
1.123,1.538,-0.486,-66.772,7.263,-65.674
1.112,1.590,-0.490,-70.007,-3.540,-88.074
1.064,1.615,-0.405,-67.932,-19.104,-113.831
1.018,1.635,-0.292,-53.406,-37.292,-137.695
0.965,1.613,-0.214,-29.663,-54.565,-162.048
0.883,1.590,-0.119,-5.493,-70.740,-188.293
0.779,1.514,-0.055,19.165,-83.252,-216.736
0.659,1.364,-0.000,43.701,-92.102,-245.728
0.518,1.159,0.109,65.857,-96.741,-272.888
0.377,0.930,0.151,83.130,-92.773,-295.166
0.310,0.734,0.124,93.567,-83.618,-312.805
0.199,0.607,0.183,107.727,-86.182,-326.050
0.130,0.214,0.042,136.719,-84.045,-336.548
0.064,-0.099,0.016,143.311,-83.130,-339.417
-0.030,-0.341,0.120,131.104,-84.290,-335.510
-0.050,-0.603,0.127,114.197,-80.139,-333.984
-0.114,-0.815,0.237,89.844,-74.585,-324.585
-0.070,-1.103,0.212,75.684,-65.674,-301.514
-0.080,-1.161,0.366,51.270,-62.866,-274.963
-0.100,-1.174,0.446,24.048,-55.481,-251.465
-0.107,-1.235,0.491,3.357,-42.847,-231.262
-0.108,-1.237,0.529,-18.860,-27.405,-212.158
-0.088,-1.200,0.532,-34.790,-10.132,-195.557
-0.045,-1.288,0.422,-41.809,4.517,-182.617
-0.014,-1.313,0.405,-50.598,12.756,-168.579
0.016,-1.289,0.407,-55.786,15.137,-154.053
0.052,-1.280,0.356,-50.354,14.465,-140.076
0.076,-1.260,0.334,-44.800,11.169,-127.441
0.085,-1.212,0.341,-40.710,6.409,-116.211
0.102,-1.186,0.330,-33.691,2.380,-106.934
0.124,-1.180,0.332,-25.940,-0.793,-99.182
0.142,-1.193,0.345,-19.958,-3.357,-92.224
0.167,-1.203,0.356,-14.709,-4.883,-84.961
0.192,-1.191,0.380,-10.864,-5.188,-77.026
0.212,-1.171,0.393,-8.789,-4.089,-69.275
0.232,-1.137,0.401,-7.263,-2.441,-61.951
0.251,-1.127,0.359,-4.333,-0.183,-55.115
0.262,-1.102,0.349,-3.723,0.732,-50.171
0.274,-1.100,0.343,-3.906,0.610,-45.898
0.288,-1.098,0.330,-2.563,0.916,-41.016
0.306,-1.084,0.302,-2.197,1.221,-35.645
0.324,-1.058,0.283,-2.014,0.549,-30.334
0.342,-1.024,0.275,-2.869,0.061,-25.513
0.356,-0.995,0.289,-4.517,-0.061,-22.034
0.374,-0.974,0.301,-6.775,0.061,-19.409
0.393,-0.964,0.301,-8.057,0.305,-17.334
0.408,-0.938,0.318,-8.667,-0.183,-15.686
0.416,-0.955,0.327,-7.141,-0.732,-14.832
0.422,-0.971,0.336,-5.554,-1.038,-12.939
0.437,-0.966,0.328,-4.578,-1.282,-10.254
0.456,-0.961,0.316,-4.150,-1.404,-7.690
0.473,-0.944,0.325,-3.906,-2.075,-5.066
0.487,-0.932,0.334,-3.174,-2.563,-2.686
0.501,-0.902,0.349,-3.052,-2.563,-1.343
0.511,-0.889,0.350,-2.380,-2.563,-0.793
0.521,-0.884,0.344,-1.099,-2.319,-0.244
0.528,-0.873,0.342,-1.587,-1.892,0.305
0.531,-0.865,0.344,-2.441,-1.648,0.305
0.534,-0.869,0.345,-3.235,-1.282,0.122
0.538,-0.860,0.341,-4.089,-0.793,0.122
0.537,-0.860,0.350,-3.601,-0.977,0.061
0.538,-0.848,0.377,-2.808,-0.854,0.122
0.541,-0.851,0.369,-1.343,0.244,0.000
0.542,-0.855,0.360,0.549,0.610,0.366
0.537,-0.865,0.342,1.953,0.305,0.916
0.536,-0.861,0.322,1.526,0.610,1.648
0.533,-0.848,0.328,-0.061,0.488,2.319
0.531,-0.842,0.337,-0.610,0.305,2.625
0.530,-0.843,0.339,-0.732,0.488,2.930
0.527,-0.840,0.342,-1.038,0.610,3.113
0.527,-0.844,0.335,-1.160,0.854,3.418
0.523,-0.830,0.341,-1.892,1.282,3.784
0.521,-0.844,0.327,-0.427,1.526,4.150
0.519,-0.833,0.325,0.427,1.465,4.883
0.515,-0.820,0.329,1.038,1.038,5.554
0.905,0.284,0.124,1.648,2.014,-0.305
0.905,0.292,0.123,1.465,1.953,-0.061
0.906,0.293,0.117,1.953,1.953,0.122
0.904,0.282,0.110,2.258,1.831,-0.061
0.905,0.278,0.104,2.197,1.587,0.244
0.906,0.285,0.097,1.831,1.099,0.854
0.908,0.296,0.102,1.404,0.244,1.160
0.907,0.302,0.115,0.977,-0.488,0.977
0.906,0.296,0.119,1.465,-1.038,0.732
0.907,0.304,0.121,2.075,-1.160,0.977
0.908,0.314,0.120,2.197,-1.282,1.099
0.911,0.320,0.114,2.075,-1.282,0.916
0.911,0.319,0.112,1.465,-1.465,0.549
0.911,0.326,0.125,0.549,-1.587,0.244
0.910,0.332,0.138,-0.244,-1.404,0.000
0.912,0.327,0.136,-0.061,-1.038,-0.427
0.913,0.325,0.133,-0.061,-0.732,-0.610
0.915,0.328,0.128,-0.427,-0.488,-0.732
0.916,0.335,0.126,-0.366,-0.610,-0.671
0.916,0.342,0.130,-0.610,-0.854,-0.916
0.916,0.342,0.140,-1.343,-0.671,-1.343
0.916,0.349,0.143,-1.892,-0.549,-1.587
0.919,0.354,0.138,-1.709,-0.488,-1.709
0.922,0.366,0.130,-1.831,-0.122,-1.770
0.926,0.387,0.127,-2.441,-0.061,-1.892
0.931,0.415,0.123,-3.113,-0.061,-1.953
0.941,0.438,0.104,-2.686,0.061,-2.075
0.949,0.485,0.096,-2.625,-0.183,-2.747
0.950,0.529,0.095,-2.441,-1.343,-4.761
0.952,0.552,0.084,-1.709,-1.648,-8.179
0.950,0.552,0.083,-1.587,-2.014,-12.512
0.946,0.580,0.093,-2.625,-2.441,-16.846
0.943,0.573,0.086,-2.258,-2.808,-21.545
0.930,0.594,0.086,-1.404,-3.357,-25.513
0.921,0.627,0.089,0.977,-4.517,-28.442
0.927,0.688,0.119,4.150,-6.104,-30.518
0.976,0.695,0.006,7.874,-5.493,-32.166
0.999,0.876,0.036,5.493,-7.629,-32.410
1.029,1.038,-0.005,5.920,-11.353,-35.339
1.074,1.058,-0.156,13.123,-14.587,-39.124
1.093,1.361,-0.155,5.005,-20.630,-41.809
1.093,1.531,-0.146,6.226,-26.855,-53.101
